date,heatindex_max,heatindex_min,heatindex_mea,heatwave_has,heatwaveduration_sum,heatwaveintensity_ind,coldwave_has,coldwaveduration_sum,coldwaveintensity_ind,spi_ind,elnino_ind
2023-06-19,17.0,12.2,14.154166666666667,0,0,0.0,0,0,0.0,0.9882293229327027,0.77
2023-06-20,20.600000000000005,13.2,15.8375,0,0,0.0,0,0,0.0,0.956233514801662,0.77
2023-06-21,23.500000000000007,12.4,16.817391304347826,0,0,0.0,0,0,0.0,0.956233514801662,0.77
2023-06-22,24.6,14.5,21.008333333333336,0,0,0.0,0,0,0.0,0.9401925749008223,0.77
2023-06-23,25.0,14.8,20.976923076923075,0,0,0.0,0,0,0.0,0.9241227622608968,0.77
2023-06-24,25.500000000000004,14.7,20.8125,0,0,0.0,0,0,0.0,0.9080239389461601,0.77
2023-06-25,26.599999999999998,15.399999999999999,21.81557810829452,0,0,0.0,0,0,0.0,0.9080239389461601,0.77
2023-06-26,26.199999999999996,15.599999999999998,20.95294117647059,0,0,0.0,0,0,0.0,0.9080239389461601,0.77
2023-06-27,25.299999999999994,13.2,19.736842105263158,0,0,0.0,0,0,0.0,0.8108139165018854,0.77
2023-06-28,26.1,14.000000000000002,19.742857142857144,0,0,0.0,0,0,0.0,0.6795144733389835,0.77
2023-06-29,19.300000000000004,14.4,16.794999999999998,0,0,0.0,0,0,0.0,0.9080239389461601,0.77
2023-06-30,19.700000000000003,14.8,16.291666666666668,0,0,0.0,0,0,0.0,-2.5493045708431543,0.77
2023-07-01,23.299999999999997,14.3,16.900000000000002,0,0,0.0,0,0,0.0,0.7681387799693001,1.07
2023-07-02,18.100000000000005,12.7,15.191666666666668,0,0,0.0,0,0,0.0,0.7858648569192959,1.07
2023-07-03,16.3,12.7,14.216666666666667,0,0,0.0,0,0,0.0,0.8386635745284059,1.07
2023-07-04,19.899999999999995,9.700000000000001,13.779166666666667,0,0,0.0,0,0,0.0,0.8211266550874469,1.07
2023-07-05,23.6,11.300000000000002,16.216666666666665,0,0,0.0,0,0,0.0,0.7858648569192959,1.07
2023-07-06,24.0,13.699999999999998,20.689999999999998,0,0,0.0,0,0,0.0,0.7681387799693001,1.07
2023-07-07,24.700000000000003,14.4,21.35,0,0,0.0,0,0,0.0,0.7503484369820275,1.07
2023-07-08,26.000000000000007,14.7,22.592307692307696,0,0,0.0,0,0,0.0,0.7503484369820275,1.07
2023-07-09,19.700000000000003,15.900000000000002,16.875,0,0,0.0,0,0,0.0,1.4948059400210585,1.07
2023-07-10,22.9,15.599999999999998,17.845833333333335,0,0,0.0,0,0,0.0,1.5561332085759823,1.07
2023-07-11,26.599999999999998,16.8,19.783333333333335,0,0,0.0,0,0,0.0,1.5561332085759823,1.07
2023-07-12,27.12101463745773,16.7,20.524978771442225,0,0,0.0,0,0,0.0,1.5561332085759823,1.07
2023-07-13,25.799999999999997,18.000000000000004,21.650000000000002,0,0,0.0,0,0,0.0,1.510203032609528,1.07
2023-07-14,18.500000000000007,10.6,13.560869565217393,0,0,0.0,1,3,0.30303030303030304,0.47533381867041197,1.07
2023-07-15,19.0,10.1,13.652380952380952,0,0,0.0,1,3,0.30303030303030304,-0.831766155309364,1.07
2023-07-16,24.0,10.300000000000002,16.605,0,0,0.0,1,3,0.30303030303030304,-0.8832654931388244,1.07
2023-07-17,21.5,14.099999999999998,16.395833333333332,0,0,0.0,0,0,0.0,-0.909272965921962,1.07
2023-07-18,16.8,13.899999999999997,14.958333333333334,0,0,0.0,0,0,0.0,-0.8832654931388244,1.07
2023-07-19,15.999999999999998,13.400000000000002,14.129166666666665,0,0,0.0,0,0,0.0,-0.7058940669637382,1.07
2023-07-20,18.6,13.8,15.183333333333332,0,0,0.0,0,0,0.0,-0.6566403303936194,1.07
2023-07-21,22.5,14.6,16.804166666666667,0,0,0.0,0,0,0.0,-0.6811914816171163,1.07
2023-07-22,21.599999999999998,14.099999999999998,16.404166666666665,0,0,0.0,0,0,0.0,-0.6811914816171163,1.07
2023-07-23,26.000000000000007,13.2,18.091666666666665,0,0,0.0,0,0,0.0,-0.6566403303936201,1.07
2023-07-24,25.900000000000002,14.6,19.391666666666666,0,0,0.0,0,0,0.0,-0.6566403303936201,1.07
2023-07-25,26.3,14.4,19.354166666666668,0,0,0.0,0,0,0.0,-0.6322382338869508,1.07
2023-07-26,26.6957182644245,14.000000000000002,19.612488114831024,0,0,0.0,0,0,0.0,-0.6322382338869508,1.07
2023-07-27,24.0,16.3,18.470833333333335,0,0,0.0,0,0,0.0,-0.6322382338869508,1.07
2023-07-28,26.199999999999996,16.6,19.495833333333334,0,0,0.0,0,0,0.0,-0.6566403303936201,1.07
2023-07-29,17.7,12.5,14.533333333333333,0,0,0.0,0,0,0.0,-0.9618185776774704,1.07
2023-07-30,16.5,12.2,13.737499999999999,0,0,0.0,0,0,0.0,-1.6902773533996431,1.07
2023-07-31,24.6,14.3,17.070833333333333,0,0,0.0,0,0,0.0,-1.6902773533996431,1.07
2023-08-01,22.600000000000005,12.899999999999999,16.829166666666666,0,0,0.0,0,0,0.0,-0.6910433673047193,1.32
2023-08-02,27.824858449475585,13.8,19.3003694670263,0,0,0.0,0,0,0.0,-0.7648156545041839,1.32
2023-08-03,27.362774587537835,14.200000000000001,19.32997802992445,0,0,0.0,0,0,0.0,-0.7648156545041839,1.32
2023-08-04,21.1,11.8,15.878260869565217,0,0,0.0,0,0,0.0,-0.7399885941531117,1.32
2023-08-05,26.000000000000007,12.3,17.833333333333332,0,0,0.0,0,0,0.0,-0.6910433673047196,1.32
2023-08-06,27.820616623357818,12.1,19.006234333353984,0,0,0.0,0,0,0.0,-0.6669138807939723,1.32
2023-08-07,28.352749585271116,15.500000000000004,21.927104141593247,0,0,0.0,0,0,0.0,-0.6669138807939723,1.32
2023-08-08,18.6,15.599999999999998,16.537499999999998,0,0,0.0,0,0,0.0,-2.1157170752850183,1.32
2023-08-09,20.4,15.599999999999998,16.845833333333335,0,0,0.0,0,0,0.0,-0.8927429578637764,1.32
2023-08-10,23.299999999999997,15.399999999999999,18.316666666666666,0,0,0.0,0,0,0.0,-0.866629776209495,1.32
2023-08-11,28.127941467555534,16.1,19.657775526916296,0,0,0.0,0,0,0.0,-0.5494895620332201,1.32
2023-08-12,23.8,15.500000000000004,17.770833333333332,0,0,0.0,0,0,0.0,-0.18439385440451314,1.32
2023-08-13,17.0,13.000000000000004,15.333333333333334,0,0,0.0,0,0,0.0,-0.14438948964585868,1.32
2023-08-14,16.1,13.000000000000004,14.458333333333334,0,0,0.0,0,0,0.0,-0.10492761589714787,1.32
2023-08-15,22.200000000000003,14.4,17.037499999999998,0,0,0.0,0,0,0.0,-0.10492761589714787,1.32
2023-08-16,25.600000000000005,16.900000000000002,19.866666666666667,0,0,0.0,0,0,0.0,-0.10492761589714787,1.32
2023-08-17,27.03779605156449,16.7,21.250661403305926,0,0,0.0,0,0,0.0,-0.12459193909943785,1.32
2023-08-18,28.323827372017846,16.900000000000002,22.18163780762649,0,0,0.0,0,0,0.0,-0.2661106733148197,1.32
2023-08-19,25.500000000000004,16.3,21.375,0,0,0.0,0,0,0.0,-0.30786647672852824,1.32
2023-08-20,25.600000000000005,15.1,19.175,0,0,0.0,0,0,0.0,-0.30786647672852824,1.32
2023-08-21,26.629206586524443,16.5,20.917734034943333,0,0,0.0,0,0,0.0,-0.30786647672852824,1.32
2023-08-22,28.70197933587557,15.599999999999998,21.291756222466116,0,0,0.0,0,0,0.0,-0.3289788633162555,1.32
2023-08-23,30.355396076071163,20.0,24.690635938133067,0,0,0.0,0,0,0.0,-0.3289788633162555,1.32
2023-08-24,30.945327170115597,19.8,23.821604507249173,0,0,0.0,0,0,0.0,0.29807860209846054,1.32
2023-08-25,20.500000000000004,14.5,16.445833333333333,0,0,0.0,0,0,0.0,0.7469077456562225,1.32
2023-08-26,14.4,10.999999999999998,12.975000000000001,0,0,0.0,0,0,0.0,1.4040592377210268,1.32
2023-08-27,12.5,10.399999999999999,11.07391304347826,0,0,0.0,0,0,0.0,1.8100730536864575,1.32
2023-08-28,14.000000000000002,11.199999999999998,12.299999999999999,0,0,0.0,0,0,0.0,1.9112050835216317,1.32
2023-08-29,18.9,12.899999999999999,15.262500000000001,0,0,0.0,0,0,0.0,1.8889378496017968,1.32
2023-08-30,26.1,14.000000000000002,17.162499999999998,0,0,0.0,0,0,0.0,1.900085939950611,1.32
2023-08-31,25.299999999999994,12.5,16.870833333333334,0,0,0.0,0,0,0.0,1.9112050835216317,1.32
2023-09-01,23.299999999999997,10.999999999999998,16.604545454545452,0,0,0.0,0,0,0.0,-3.0885805484012376,1.56
2023-09-02,30.049067394797788,15.1,20.44415662013353,0,0,0.0,0,0,0.0,-2.4495826426431826,1.56
2023-09-03,31.441810006115578,18.000000000000004,23.503481841042795,0,0,0.0,0,0,0.0,0.10360917742758584,1.56
2023-09-04,31.664458650471033,20.299999999999994,26.07365650068307,0,0,0.0,0,0,0.0,0.07418858471085381,1.56
2023-09-05,26.4,15.599999999999998,20.683333333333334,0,0,0.0,0,0,0.0,0.08891044088259452,1.56
2023-09-06,17.799999999999994,14.9,15.799999999999999,0,0,0.0,0,0,0.0,0.14756761729481407,1.56
2023-09-07,21.800000000000004,15.0,16.545833333333334,0,0,0.0,0,0,0.0,0.13293767145251267,1.56
2023-09-08,28.357218248115572,15.7,20.708540628612965,0,0,0.0,0,0,0.0,-0.4564299614287795,1.56
2023-09-09,26.4,17.1,20.45,0,0,0.0,0,0,0.0,-0.4720531978215175,1.56
2023-09-10,22.799999999999994,16.7,18.3875,0,0,0.0,0,0,0.0,-0.6776700926108088,1.56
2023-09-11,28.401397092391075,17.399999999999995,20.909197202756204,0,0,0.0,0,0,0.0,-0.937456390170749,1.56
2023-09-12,28.870414003235553,17.2,22.664299456487324,0,0,0.0,0,0,0.0,-0.953951172807261,1.56
2023-09-13,31.200427012284443,19.499999999999996,24.55066158066002,0,0,0.0,0,0,0.0,-0.9870346848454408,1.56
2023-09-14,26.93708467929556,12.899999999999999,19.670399352501388,0,0,0.0,0,0,0.0,0.5623034035927934,1.56
2023-09-15,18.199999999999996,12.4,14.549999999999999,0,0,0.0,0,0,0.0,0.5623034035927934,1.56
2023-09-16,28.383585770417803,13.600000000000001,18.725195158238336,0,0,0.0,0,0,0.0,0.5762890761800536,1.56
2023-09-17,31.010428098364475,16.8,22.801421642591766,0,0,0.0,0,0,0.0,0.5902545451909269,1.56
2023-09-18,30.8041023989156,20.0,24.106179402403782,0,0,0.0,0,0,0.0,1.0535816310766366,1.56
2023-09-19,28.957169045315617,19.499999999999996,23.26052516727853,0,0,0.0,0,0,0.0,1.1199232721290917,1.56
2023-09-20,25.900000000000002,17.7,20.8625,0,0,0.0,0,0,0.0,1.1199232721290917,1.56
2023-09-21,25.900000000000002,17.2,19.84166666666667,0,0,0.0,0,0,0.0,1.1199232721290917,1.56
2023-09-22,32.27400569335118,17.5,22.71802972122288,0,0,0.0,0,0,0.0,1.1331389761640585,1.56
2023-09-23,30.734557339831138,18.400000000000002,22.80362794845658,0,0,0.0,0,0,0.0,0.6736273514347987,1.56
2023-09-24,34.10880824851552,17.9,25.62660270904955,0,0,0.0,0,0,0.0,0.2782246946475296,1.56
2023-09-25,26.000000000000007,19.0,21.191666666666666,0,0,0.0,0,0,0.0,-0.4408337339156603,1.56
2023-09-26,33.5690343825246,19.0,24.602479964034007,0,0,0.0,0,0,0.0,-0.937456390170749,1.56
2023-09-27,34.31864240850443,19.6,25.418765247466492,0,0,0.0,0,0,0.0,-0.13439974875489383,1.56
2023-09-28,19.099999999999998,12.899999999999999,14.921739130434782,0,0,0.0,0,0,0.0,0.7562917849655845,1.56
2023-09-29,18.000000000000004,14.3,15.85,0,0,0.0,0,0,0.0,0.7425629000768318,1.56
2023-09-30,25.600000000000005,16.2,18.7375,0,0,0.0,0,0,0.0,0.728814703183507,1.56
2023-10-01,21.999999999999996,16.8,19.066666666666666,0,0,0.0,0,0,0.0,-1.6149411660890896,1.78
2023-10-02,18.7,15.300000000000002,16.7375,0,0,0.0,0,0,0.0,-1.7951142134772085,1.78
2023-10-03,30.59874919837112,15.300000000000002,18.331686809913613,0,0,0.0,0,0,0.0,-2.7696968270476523,1.78
2023-10-04,31.394985278471033,16.8,21.040701606566852,0,0,0.0,0,0,0.0,-2.420091773908435,1.78
2023-10-05,32.08658024612456,17.3,20.82534397873668,0,0,0.0,0,0,0.0,-1.27076851044301,1.78
2023-10-06,36.04616111347556,17.1,24.65118993111503,0,0,0.0,0,0,0.0,-1.265380666755973,1.78
2023-10-07,34.62874342155555,18.100000000000005,25.600928051669555,0,0,0.0,0,0,0.0,-0.7794201735742461,1.78
2023-10-08,26.000000000000007,18.500000000000007,20.7875,0,0,0.0,0,0,0.0,-0.19614199140861294,1.78
2023-10-09,24.099999999999998,17.1,19.966666666666665,0,0,0.0,0,0,0.0,0.17834436781864213,1.78
2023-10-10,20.600000000000005,16.3,17.470833333333335,0,0,0.0,0,0,0.0,0.1997338655454032,1.78
2023-10-11,33.31647528249556,16.6,23.441965853646867,0,0,0.0,0,0,0.0,0.19546136473132525,1.78
2023-10-12,25.299999999999994,19.099999999999998,20.724999999999998,0,0,0.0,0,0,0.0,0.7574456469072673,1.78
2023-10-13,18.000000000000004,13.699999999999998,16.241666666666667,0,0,0.0,0,0,0.0,0.7810590636357028,1.78
2023-10-14,16.6,13.699999999999998,14.808333333333332,0,0,0.0,0,0,0.0,0.41829744564556576,1.78
2023-10-15,21.900000000000002,14.6,17.037499999999998,0,0,0.0,0,0,0.0,0.41829744564556576,1.78
2023-10-16,34.2800016413512,17.3,22.642058657508354,0,0,0.0,0,0,0.0,0.41415919345731284,1.78
2023-10-17,25.799999999999997,18.7,20.962500000000002,0,0,0.0,0,0,0.0,0.7653254623672702,1.78
2023-10-18,20.2,16.900000000000002,18.320833333333333,0,0,0.0,0,0,0.0,0.6542059896536916,1.78
2023-10-19,17.799999999999994,14.9,16.158333333333335,0,0,0.0,0,0,0.0,0.6462018620263753,1.78
2023-10-20,19.6,15.1,16.349999999999998,0,0,0.0,0,0,0.0,0.6502050589967399,1.78
2023-10-21,19.499999999999996,15.7,16.92083333333333,0,0,0.0,0,0,0.0,0.6502050589967399,1.78
2023-10-22,23.400000000000002,16.4,18.395833333333332,0,0,0.0,0,0,0.0,0.6502050589967399,1.78
2023-10-23,30.431629551315496,16.6,20.40030253536296,0,0,0.0,0,0,0.0,0.6502050589967399,1.78
2023-10-24,34.45095403277107,17.9,24.487407982536766,0,0,0.0,0,0,0.0,0.666195217582224,1.78
2023-10-25,24.0,17.399999999999995,19.85833333333333,0,0,0.0,0,0,0.0,0.6901129378102675,1.78
2023-10-26,20.500000000000004,16.7,18.154166666666665,0,0,0.0,0,0,0.0,0.8045947689594104,1.78
2023-10-27,25.4,16.5,18.683333333333334,0,0,0.0,0,0,0.0,0.6140942897613257,1.78
2023-10-28,29.902297147917828,18.000000000000004,22.869499243567144,0,0,0.0,0,0,0.0,0.36847403566412923,1.78
2023-10-29,30.317479315697902,20.600000000000005,24.06801651627501,0,0,0.0,0,0,0.0,0.5899172249478832,1.78
2023-10-30,32.43046579023128,21.1,25.281657992707895,0,0,0.0,0,0,0.0,0.6181157401763644,1.78
2023-10-31,28.22505353490453,20.2,23.08854389728769,0,0,0.0,0,0,0.0,-0.20521407009972503,1.78
2023-11-01,20.799999999999997,16.8,18.975,0,0,0.0,0,0,0.0,1.7910354280861716,1.92
2023-11-02,20.0,16.1,17.537499999999998,0,0,0.0,0,0,0.0,1.8192290059763563,1.92
2023-11-03,34.97204044972437,16.900000000000002,22.414498769931384,0,0,0.0,0,0,0.0,1.8672619034935976,1.92
2023-11-04,26.808405918417726,17.600000000000005,22.204834299238794,0,0,0.0,0,0,0.0,1.06644247904022,1.92
2023-11-05,20.4,13.400000000000002,16.683333333333334,0,0,0.0,0,0,0.0,1.0435594258518341,1.92
2023-11-06,20.900000000000002,13.899999999999997,16.6375,0,0,0.0,0,0,0.0,0.594702815890607,1.92
2023-11-07,23.400000000000002,15.0,17.4375,0,0,0.0,0,0,0.0,-0.06262098222163676,1.92
2023-11-08,31.54109291756449,14.9,21.617166898708344,0,0,0.0,0,0,0.0,-0.569767401127123,1.92
2023-11-09,34.47332644044449,20.799999999999997,25.54691209039427,0,0,0.0,0,0,0.0,-0.45773062507977486,1.92
2023-11-10,28.13329570676449,18.7,21.293053987781853,0,0,0.0,0,0,0.0,-0.45773062507977524,1.92
2023-11-11,34.21939078076445,19.6,26.120797580293168,1,9,0.23376623376623376,0,0,0.0,-1.398688490019091,1.92
2023-11-12,35.59428830131554,21.2,28.319268776861495,1,9,0.23376623376623376,0,0,0.0,-1.4446832677826489,1.92
2023-11-13,36.9848164745756,23.199999999999996,30.189049956105762,1,9,0.23376623376623376,0,0,0.0,-1.5461532489290368,1.92
2023-11-14,36.292698380817775,21.1,25.882090939789254,1,9,0.23376623376623376,0,0,0.0,-1.5382570927289008,1.92
2023-11-15,38.23964449873773,20.4,26.35472374944149,1,9,0.23376623376623376,0,0,0.0,-1.4756360322052733,1.92
2023-11-16,33.35683896785782,20.299999999999994,25.865036320256138,1,9,0.23376623376623376,0,0,0.0,-1.006027162280802,1.92
2023-11-17,37.88086468321778,21.5,27.39761209222742,1,9,0.23376623376623376,0,0,0.0,-1.0479099674020924,1.92
2023-11-18,37.33130299620449,22.799999999999994,29.428862717504284,1,9,0.23376623376623376,0,0,0.0,-1.069004629651827,1.92
2023-11-19,28.258916324124403,17.9,21.089954846838516,1,9,0.23376623376623376,0,0,0.0,0.08793601035340479,1.92
2023-11-20,22.399999999999995,18.299999999999997,19.733333333333334,0,0,0.0,0,0,0.0,0.09890900878299139,1.92
2023-11-21,32.02693647753784,19.2,22.86710045048204,0,0,0.0,0,0,0.0,0.09890900878299111,1.92
2023-11-22,35.17929763401766,20.4,26.503511265725013,0,0,0.0,0,0,0.0,0.09890900878299111,1.92
2023-11-23,31.0887217336711,20.100000000000005,23.928247939405566,0,0,0.0,0,0,0.0,0.26600346964395183,1.92
2023-11-24,20.100000000000005,16.6,18.325,0,0,0.0,0,0,0.0,0.27659724531444096,1.92
2023-11-25,16.900000000000002,14.7,15.625,0,0,0.0,0,0,0.0,0.3344749496691037,1.92
2023-11-26,20.299999999999994,14.8,17.129166666666666,0,0,0.0,0,0,0.0,0.2553876878370869,1.92
2023-11-27,23.9,17.799999999999994,20.079166666666666,0,0,0.0,0,0,0.0,0.32400009541216057,1.92
2023-11-28,32.19319335201776,19.300000000000004,23.1141938611388,0,0,0.0,0,0,0.0,0.060397586992082274,1.92
2023-11-29,28.454575875111235,19.300000000000004,21.8147739947963,0,0,0.0,0,0,0.0,1.0297847085823562,1.92
2023-11-30,33.81558301612463,19.499999999999996,23.976544316395106,0,0,0.0,0,0,0.0,0.9510803739775952,1.92
2023-12-01,29.38553160092444,19.700000000000003,22.82934073835482,0,0,0.0,0,0,0.0,0.0,1.95
