codigo_ibge,shapefile_nome,date,organiccarbonbiofuelemissions_max,organiccarbonbiofuelemissions_min,organiccarbonbiofuelemissions_mea,organiccarbonbiogenicemissions_max,organiccarbonbiogenicemissions_min,organiccarbonbiogenicemissions_mea,organiccarbonanthropogenicemissions_max,organiccarbonanthropogenicemissions_min,organiccarbonanthropogenicemissions_mea,organiccarbonbiomassburningemissions_max,organiccarbonbiomassburningemissions_min,organiccarbonbiomassburningemissions_mea,blackcarbonbiomassburning_max,blackcarbonbiomassburning_min,blackcarbonbiomassburning_mea,blackcarbonbiofuel_max,blackcarbonbiofuel_min,blackcarbonbiofuel_mea,so2antropogenico_max,so2antropogenico_min,so2antropogenico_mea,so4antropogenico_max,so4antropogenico_min,so4antropogenico_mea,so2biomassburning_max,so2biomassburning_min,so2biomassburning_mea,blackcarbonantrogonenico_max,blackcarbonantrogonenico_min,blackcarbonantrogonenico_mea,comerra2_max,comerra2_min,comerra2_mea,o3merra2_max,o3merra2_min,o3merra2_mea,o3omi_max,o3omi_min,o3omi_mea,aodterramodis_max,aodterramodis_min,aodterramodis_mea
3550308,SP_São_Paulo,2024-01-16,0.0,0.0,0.0,8.220979452744359e-12,8.220979452744359e-12,8.220979452744359e-12,4.790479124494596e-11,4.790479124494596e-11,4.790479124494596e-11,2.9345414986892138e-12,1.4557799410397365e-14,6.203590881733353e-13,2.959854583650668e-13,1.4675760606763788e-15,6.255803167154462e-14,0.0,0.0,0.0,4.799858288606629e-10,4.799858288606629e-10,4.799858288606629e-10,2.2346569039655148e-11,2.2346569039655148e-11,2.2346569039655148e-11,2.1577184483589922e-13,1.0703243846776902e-15,4.561505976182398e-14,1.9099388737231493e-11,1.9099388737231493e-11,1.9099388737231493e-11,7.697963155806065e-09,7.676135282963514e-09,7.680531174022084e-09,264.9929504394531,258.1921081542969,260.87571207682294,264.9929504394531,258.1921081542969,260.87571207682294,0.1116371527314186,0.0771071687340736,0.08844277883569396
3550308,SP_São_Paulo,2024-01-17,0.0,0.0,0.0,8.274270157926367e-12,8.274270157926367e-12,8.274270157926367e-12,4.790479124494596e-11,4.790479124494596e-11,4.790479124494596e-11,9.2237328885858e-13,4.576200529626817e-15,1.950288888719065e-13,9.303668946358813e-14,4.614364446098307e-16,1.9667165393362034e-14,0.0,0.0,0.0,4.799858288606629e-10,4.799858288606629e-10,4.799858288606629e-10,2.2346569039655148e-11,2.2346569039655148e-11,2.2346569039655148e-11,6.783462680459706e-14,3.3642793412225203e-16,1.4341410726805465e-14,1.9099388737231493e-11,1.9099388737231493e-11,1.9099388737231493e-11,7.683411240577698e-09,7.676135282963514e-09,7.679015349519128e-09,259.8613586425781,255.09893798828125,257.87705485026044,259.8613586425781,255.09893798828125,257.87705485026044,0.1354358792304992,0.0711325705051422,0.0912339091300964
3550308,SP_São_Paulo,2024-01-18,0.0,0.0,0.0,8.327560863108374e-12,8.327560863108374e-12,8.327560863108374e-12,4.790479124494596e-11,4.790479124494596e-11,4.790479124494596e-11,8.648637361829971e-14,4.290187996525141e-16,1.8285661432653848e-14,8.722189637211386e-15,4.3259666682171627e-17,1.8439489392138805e-15,0.0,0.0,0.0,4.799858288606629e-10,4.799858288606629e-10,4.799858288606629e-10,2.2346569039655148e-11,2.2346569039655148e-11,2.2346569039655148e-11,6.359496262930975e-15,3.155028321932818e-17,1.3445490425967436e-15,1.9099388737231493e-11,1.9099388737231493e-11,1.9099388737231493e-11,7.679773261770606e-09,7.679773261770606e-09,7.679773261770606e-09,260.343505859375,254.74530029296875,257.95152537027997,260.343505859375,254.74530029296875,257.95152537027997,0.1674828231334686,0.0975572541356086,0.13310267558942235
3550308,SP_São_Paulo,2024-01-19,0.0,0.0,0.0,8.384404281969182e-12,8.384404281969182e-12,8.384404281969182e-12,4.790479124494596e-11,4.790479124494596e-11,4.790479124494596e-11,4.755307259074471e-12,2.3592239273284576e-14,1.0054856253161049e-12,4.796163466380676e-13,2.379173247302191e-15,1.0138988896143027e-13,0.0,0.0,0.0,4.799858288606629e-10,4.799858288606629e-10,4.799858288606629e-10,2.2346569039655148e-11,2.2346569039655148e-11,2.2346569039655148e-11,3.497202527569243e-13,1.7347234759768069e-15,7.392907177642775e-14,1.9099388737231493e-11,1.9099388737231493e-11,1.9099388737231493e-11,7.719791028648615e-09,7.683411240577698e-09,7.69038403329129e-09,258.0688171386719,249.503662109375,252.79882748921713,258.0688171386719,249.503662109375,252.79882748921713,0.114163838326931,0.0648616254329681,0.08760433737188573
3550308,SP_São_Paulo,2024-01-20,0.0,0.0,0.0,8.43769498715119e-12,8.43769498715119e-12,8.43769498715119e-12,4.790479124494596e-11,4.790479124494596e-11,4.790479124494596e-11,3.461231301571388e-12,1.7166823518266483e-14,7.316840998824089e-13,3.490541189421492e-13,1.7312540290248537e-15,7.378780023335289e-14,0.0,0.0,0.0,4.799858288606629e-10,4.799858288606629e-10,4.799858288606629e-10,2.2346569039655148e-11,2.2346569039655148e-11,2.2346569039655148e-11,2.5446311724408593e-13,1.2624450096421214e-15,5.380243053738446e-14,1.9099388737231493e-11,1.9099388737231493e-11,1.9099388737231493e-11,7.712515071034431e-09,7.683411240577698e-09,7.690535615741586e-09,264.861572265625,253.0093231201172,258.0704091389974,264.861572265625,253.0093231201172,258.0704091389974,0.2239582687616348,0.1311510652303695,0.1684654696534077
3550308,SP_São_Paulo,2024-01-21,0.0,0.0,0.0,8.494538406011998e-12,8.494538406011998e-12,8.494538406011998e-12,4.790479124494596e-11,4.790479124494596e-11,4.790479124494596e-11,1.2105871860512709e-12,6.005612673831706e-15,2.5594587213517705e-13,1.2206902155753596e-13,6.056353335504028e-16,2.581016455248386e-14,0.0,0.0,0.0,4.799858288606629e-10,4.799858288606629e-10,4.799858288606629e-10,2.2346569039655148e-11,2.2346569039655148e-11,2.2346569039655148e-11,8.901213099932194e-14,4.414871246360974e-16,1.8819752975347364e-14,1.9099388737231493e-11,1.9099388737231493e-11,1.9099388737231493e-11,7.697963155806065e-09,7.687049219384791e-09,7.688868208788337e-09,265.7854309082031,260.3284912109375,262.7938054402669,265.7854309082031,260.3284912109375,262.7938054402669,0.1540475934743881,0.0634163692593574,0.09416813123971218
3550308,SP_São_Paulo,2024-01-22,0.0,0.0,0.0,8.547829111194005e-12,8.547829111194005e-12,8.547829111194005e-12,4.790479124494596e-11,4.790479124494596e-11,4.790479124494596e-11,1.653122083666858e-13,8.198736828335386e-16,3.49473867813227e-14,1.6667223157185163e-14,8.26704156520197e-17,3.524141563423719e-15,0.0,0.0,0.0,4.799858288606629e-10,4.799858288606629e-10,4.799858288606629e-10,2.2346569039655148e-11,2.2346569039655148e-11,2.2346569039655148e-11,1.215347267269351e-14,6.028164079019405e-17,2.56949703304118e-15,1.9099388737231493e-11,1.9099388737231493e-11,1.9099388737231493e-11,7.690687198191881e-09,7.690687198191881e-09,7.690687198191881e-09,266.6376037597656,259.6039733886719,262.8623453776042,266.6376037597656,259.6039733886719,262.8623453776042,0.16487817466259,0.0810134261846542,0.11196352386226253
3550308,SP_São_Paulo,2024-01-23,0.0,0.0,0.0,8.601119816376013e-12,8.601119816376013e-12,8.601119816376013e-12,4.790479124494596e-11,4.790479124494596e-11,4.790479124494596e-11,1.1232681451645021e-13,5.570630762230522e-16,2.3747614479619854e-14,1.132774429812855e-14,5.618877758906127e-17,2.3947202547047277e-15,0.0,0.0,0.0,4.799858288606629e-10,4.799858288606629e-10,4.799858288606629e-10,2.2346569039655148e-11,2.2346569039655148e-11,2.2346569039655148e-11,8.260753192601555e-15,4.0969289592796e-17,1.7463667908697647e-15,1.9099388737231493e-11,1.9099388737231493e-11,1.9099388737231493e-11,7.694325176998973e-09,7.690687198191881e-09,7.691141945542768e-09,267.0858764648437,260.60791015625,264.4430440266927,267.0858764648437,260.60791015625,264.4430440266927,0.1241581588983535,0.0680674239993095,0.10108955111354584
3550308,SP_São_Paulo,2024-01-24,0.0,0.0,0.0,8.657963235236819e-12,8.657963235236819e-12,8.657963235236819e-12,4.790479124494596e-11,4.790479124494596e-11,4.790479124494596e-11,1.3863910020006642e-14,6.876552278989312e-17,2.931323532431168e-15,1.3981871216373065e-15,6.935505772118211e-18,2.9559741676064784e-16,0.0,0.0,0.0,4.799858288606629e-10,4.799858288606629e-10,4.799858288606629e-10,2.2346569039655148e-11,2.2346569039655148e-11,2.2346569039655148e-11,1.0195837230053684e-15,5.056786695108173e-18,2.1554023892306554e-16,1.9099388737231493e-11,1.9099388737231493e-11,1.9099388737231493e-11,7.694325176998973e-09,7.694325176998973e-09,7.694325176998973e-09,277.6015014648437,261.7181701660156,267.55307388305664,277.6015014648437,261.7181701660156,267.55307388305664,0.1104820296168327,0.051355879753828,0.08206868637353178
3550308,SP_São_Paulo,2024-01-25,0.0,0.0,0.0,8.711253940418828e-12,8.711253940418828e-12,8.711253940418828e-12,4.790479124494596e-11,4.790479124494596e-11,4.790479124494596e-11,4.599124205794834e-21,2.2766853890814973e-23,9.693240075607362e-22,4.638415284891104e-22,2.2957493172614303e-24,9.775311902009109e-23,0.0,0.0,0.0,4.799858288606629e-10,4.799858288606629e-10,4.799858288606629e-10,2.2346569039655148e-11,2.2346569039655148e-11,2.2346569039655148e-11,3.3821347295761924e-22,1.6745560642797133e-24,7.127169372780404e-23,1.9099388737231493e-11,1.9099388737231493e-11,1.9099388737231493e-11,7.697963155806065e-09,7.697963155806065e-09,7.697963155806065e-09,277.3779296875,265.3052978515625,271.39090220133465,277.3779296875,265.3052978515625,271.39090220133465,0.4089165031909942,0.0656766891479492,0.16475535277277228
3550308,SP_São_Paulo,2024-01-26,0.0,0.0,0.0,8.764544645600836e-12,8.764544645600836e-12,8.764544645600836e-12,4.790479124494596e-11,4.790479124494596e-11,4.790479124494596e-11,6.79322078059174e-22,3.36365241276446e-24,1.4317077379260307e-22,6.85008944770476e-23,3.3917232392158447e-25,1.4436924493788012e-23,0.0,0.0,0.0,4.799858288606629e-10,4.799858288606629e-10,4.799858288606629e-10,2.2346569039655148e-11,2.2346569039655148e-11,2.2346569039655148e-11,4.9953954179960187e-23,2.47285805681441e-25,1.052759069751867e-23,1.9099388737231493e-11,1.9099388737231493e-11,1.9099388737231493e-11,7.697963155806065e-09,7.697963155806065e-09,7.697963155806065e-09,278.61016845703125,267.9285888671875,272.9449170430501,278.61016845703125,267.9285888671875,272.9449170430501,0.1375557482242584,0.0598195008933544,0.08705870915825165
3550308,SP_São_Paulo,2024-01-27,0.0,0.0,0.0,8.821388064461644e-12,8.821388064461644e-12,8.821388064461644e-12,4.790479124494596e-11,4.790479124494596e-11,4.790479124494596e-11,1.2779940463944278e-22,6.327043113107021e-25,2.6936692697908177e-23,1.2889154154195421e-23,6.381569178875897e-26,2.716448838015796e-24,0.0,0.0,0.0,4.799858288606629e-10,4.799858288606629e-10,4.799858288606629e-10,2.2346569039655148e-11,2.2346569039655148e-11,2.2346569039655148e-11,9.399485944987334e-24,4.652386074631439e-26,1.9808234221227192e-24,1.9099388737231493e-11,1.9099388737231493e-11,1.9099388737231493e-11,7.701601134613156e-09,7.701601134613156e-09,7.701601134613156e-09,275.60986328125,271.0140380859375,272.9936383565267,275.60986328125,271.0140380859375,272.9936383565267,0.1638227850198745,0.0750749111175537,0.11713745941718413
3550308,SP_São_Paulo,2024-01-28,0.0,0.0,0.0,8.874678769643651e-12,8.874678769643651e-12,8.874678769643651e-12,4.790479124494596e-11,4.790479124494596e-11,4.790479124494596e-11,2.294779964981095e-23,1.135959703518257e-25,4.836110727642873e-24,2.3135207757342493e-24,1.1454260343809091e-26,4.876396276350699e-25,0.0,0.0,0.0,4.799858288606629e-10,4.799858288606629e-10,4.799858288606629e-10,2.2346569039655148e-11,2.2346569039655148e-11,2.2346569039655148e-11,1.6874807613508543e-24,8.352459264480073e-27,3.556087667891344e-25,1.9099388737231493e-11,1.9099388737231493e-11,1.9099388737231493e-11,7.705239113420248e-09,7.705239113420248e-09,7.705239113420248e-09,277.85693359375,270.81597900390625,273.8302421569824,277.85693359375,270.81597900390625,273.8302421569824,0.2244524657726287,0.1072598323225975,0.15562849584966895
3550308,SP_São_Paulo,2024-01-29,0.0,0.0,0.0,8.93152218850446e-12,8.93152218850446e-12,8.93152218850446e-12,4.790479124494596e-11,4.790479124494596e-11,4.790479124494596e-11,7.611333785462193e-11,3.7680969455777813e-13,1.6039891637120718e-11,7.673861546209082e-12,3.799738301779598e-14,1.6173757934797213e-12,0.0,0.0,0.0,4.799858288606629e-10,4.799858288606629e-10,4.799858288606629e-10,2.2346569039655148e-11,2.2346569039655148e-11,2.2346569039655148e-11,5.595524044110789e-12,2.7700064464397656e-14,1.1792609712809228e-12,1.9099388737231493e-11,1.9099388737231493e-11,1.9099388737231493e-11,8.192728273570538e-09,7.708877092227341e-09,7.80831517962118e-09,277.84088134765625,265.94927978515625,271.3339551289876,277.84088134765625,265.94927978515625,271.3339551289876,0.1500845253467559,0.0591692216694355,0.10486123074466978
3550308,SP_São_Paulo,2024-01-30,0.0,0.0,0.0,8.984812893686467e-12,8.984812893686467e-12,8.984812893686467e-12,4.790479124494596e-11,4.790479124494596e-11,4.790479124494596e-11,1.1293049828609014e-14,5.591772704593989e-17,2.3802450263247835e-15,1.138845961978774e-15,5.637851296924623e-18,2.400223145418723e-16,0.0,0.0,0.0,4.799858288606629e-10,4.799858288606629e-10,4.799858288606629e-10,2.2346569039655148e-11,2.2346569039655148e-11,2.2346569039655148e-11,8.304988641238964e-16,4.111497925972374e-18,1.7501070060205239e-16,1.9099388737231493e-11,1.9099388737231493e-11,1.9099388737231493e-11,7.708877092227341e-09,7.708877092227341e-09,7.708877092227341e-09,272.0502319335937,263.18243408203125,268.0616289774577,272.0502319335937,263.18243408203125,268.0616289774577,0.1231122240424156,0.0462440252304077,0.09798745547110832
3550308,SP_São_Paulo,2024-01-31,0.0,0.0,0.0,9.038103598868474e-12,9.038103598868474e-12,9.038103598868474e-12,4.790479124494596e-11,4.790479124494596e-11,4.790479124494596e-11,2.981122293466143e-15,1.475870207295893e-17,6.282849945599828e-16,3.0064926243023043e-16,1.4882368883258057e-18,6.336081731170024e-17,0.0,0.0,0.0,4.799858288606629e-10,4.799858288606629e-10,4.799858288606629e-10,2.2346569039655148e-11,2.2346569039655148e-11,2.2346569039655148e-11,2.19225679276569e-16,1.085049205432759e-18,4.6200900358913515e-17,1.9099388737231493e-11,1.9099388737231493e-11,1.9099388737231493e-11,7.708877092227341e-09,7.708877092227341e-09,7.708877092227341e-09,276.0388488769531,263.0714416503906,268.6431694030762,276.0388488769531,263.0714416503906,268.6431694030762,0.524773895740509,0.1320591419935226,0.2793450411409139
3550308,SP_São_Paulo,2024-02-01,0.0,0.0,0.0,9.094947017729282e-12,9.094947017729282e-12,9.094947017729282e-12,4.790479124494596e-11,4.790479124494596e-11,4.790479124494596e-11,2.0929438737660178e-15,1.036429514260362e-17,4.411546642043001e-16,2.1109416298292766e-16,1.0452386569118066e-18,4.44869115436247e-17,0.0,0.0,0.0,4.799858288606629e-10,4.799858288606629e-10,4.799858288606629e-10,2.2346569039655148e-11,2.2346569039655148e-11,2.2346569039655148e-11,1.5390249838431735e-16,7.6190613605524325e-19,3.243961487438599e-17,1.9099388737231493e-11,1.9099388737231493e-11,1.9099388737231493e-11,7.712515071034431e-09,7.712515071034431e-09,7.712515071034431e-09,277.87188720703125,272.2762756347656,275.0688311258952,277.87188720703125,272.2762756347656,275.0688311258952,0.306460440158844,0.1783174127340316,0.21945174907644585
